Rk,Player,M,M W-L,M W%,SPW,SPW-InP,Aces,Ace%,DFs,DF%,DF/2s,1stIn,1st%,2nd%,2%-InP,Hld%,Pts/SG,PtsL/SG,Player_dup,M_dup,RPW,RPW-InP,vAce%,vDF%,v1st%,v2nd%,Brk%,Pts/RG,PtsW/RG,MdOppRk,MnOppRk,Player_dup,M_dup,BPConv%,BPConv,BPChnc,BP/G,BP/S,BP/M,Bks/S,Bks/M,BPSvd%,BPSaved,BPvs,BPvs/G,BPvs/S,BPvs/M,Bkn/S,Bkn/M,Player_dup,M_dup,DR,Points,TPW%,TBs,TB W-L,TB W%,TB/S,Sets,Set W-L,S W%,Gms,Game W-L,G W%,Time/Mt,Min/Set,Sec/Pt
12,Tommy Paul[USA],19,13-6,68.4%,64.8%,64.2%,110,7.8%,48,3.4%,8.4%,59.8%,72.1%,54.0%,58.9%,81.7%,6.3,2.2,Tommy Paul[USA],19,38.9%,38.9%,6.1%,3.9%,31.4%,52.4%,25.1%,6.6,2.6,80.0,167.8,Tommy Paul[USA],19,42.9%,57,133,0.59,2.9,7.0,1.24,3.0,63.4%,71,112,0.50,2.4,5.9,0.89,2.2,Tommy Paul[USA],19,1.10,2914,51.5%,10,5-5,50.0%,21.7%,46,28-18,60.9%,451,240-211,53.2%,1:49,45.0,42.6
13,Ben Shelton[USA],18,10-8,55.6%,65.7%,65.0%,124,9.1%,53,3.9%,10.2%,61.7%,72.2%,55.2%,61.5%,83.1%,6.4,2.2,Ben Shelton[USA],18,33.6%,33.3%,5.2%,3.1%,27.4%,45.2%,16.5%,6.2,2.1,48.0,73.2,Ben Shelton[USA],18,45.5%,35,77,0.36,1.8,4.3,0.83,1.9,62.1%,59,95,0.45,2.3,5.3,0.86,2.0,Ben Shelton[USA],18,0.98,2662,50.0%,14,9-5,64.3%,33.3%,42,23-19,54.8%,425,212-213,49.9%,1:44,44.6,42.2
14,Arthur Fils[FRA],23,15-8,65.2%,64.3%,64.7%,96,6.1%,62,3.9%,10.3%,61.6%,71.8%,52.3%,58.3%,79.8%,6.3,2.3,Arthur Fils[FRA],23,38.9%,39.5%,6.7%,3.4%,31.3%,51.1%,25.5%,6.6,2.6,48.0,50.0,Arthur Fils[FRA],23,40.8%,62,152,0.63,2.8,6.6,1.13,2.7,58.0%,69,119,0.48,2.2,5.2,0.91,2.2,Arthur Fils[FRA],23,1.09,3179,51.5%,9,4-5,44.4%,16.4%,55,32-23,58.2%,491,260-231,53.0%,1:38,40.9,42.5
15,Grigor Dimitrov[BUL],21,14-7,66.7%,66.3%,66.0%,129,9.4%,61,4.4%,11.0%,59.5%,75.6%,52.5%,59.0%,82.1%,6.2,2.1,Grigor Dimitrov[BUL],21,37.0%,37.5%,6.7%,3.3%,30.1%,50.2%,20.8%,6.5,2.4,36.0,70.6,Grigor Dimitrov[BUL],21,34.3%,46,134,0.61,2.9,6.4,1.00,2.2,64.3%,72,112,0.50,2.4,5.3,0.87,1.9,Grigor Dimitrov[BUL],21,1.10,2801,51.4%,9,6-3,66.7%,19.6%,46,29-17,63.0%,444,229-215,51.6%,1:37,44.4,43.8
16,Frances Tiafoe[USA],20,11-9,55.0%,62.7%,61.4%,124,8.1%,46,3.0%,7.0%,57.0%,72.8%,49.2%,53.0%,76.5%,6.5,2.4,Frances Tiafoe[USA],20,39.5%,41.3%,9.3%,3.5%,32.6%,51.3%,25.6%,6.8,2.7,46.5,90.3,Frances Tiafoe[USA],20,38.5%,60,156,0.67,3.3,7.8,1.28,3.0,59.9%,82,137,0.59,2.9,6.9,1.17,2.8,Frances Tiafoe[USA],20,1.06,3115,50.9%,10,7-3,70.0%,21.3%,47,27-20,57.4%,468,239-229,51.1%,1:51,47.1,42.6
17,Andrey Rublev[RUS],20,11-9,55.0%,67.1%,65.5%,131,9.5%,36,2.6%,7.2%,63.8%,74.5%,54.1%,58.4%,82.3%,5.9,1.9,Andrey Rublev[RUS],20,37.6%,39.7%,11.1%,3.8%,29.4%,50.9%,21.8%,6.5,2.4,49.0,56.6,Andrey Rublev[RUS],20,35.5%,50,141,0.62,3.1,7.1,1.09,2.5,57.3%,55,96,0.41,2.1,4.8,0.89,2.1,Andrey Rublev[RUS],20,1.14,2859,51.8%,7,6-1,85.7%,15.2%,46,25-21,54.3%,461,241-220,52.3%,1:39,43.0,41.5
18,Francisco Cerundolo[ARG],31,22-9,71.0%,64.7%,65.3%,109,5.0%,79,3.6%,9.9%,63.1%,69.8%,55.8%,61.9%,81.8%,6.4,2.3,Francisco Cerundolo[ARG],31,41.3%,41.1%,3.9%,3.1%,34.8%,52.8%,30.3%,6.7,2.8,52.0,56.7,Francisco Cerundolo[ARG],31,43.5%,103,237,0.70,3.3,7.6,1.43,3.3,66.8%,125,187,0.55,2.6,6.0,0.86,2.0,Francisco Cerundolo[ARG],31,1.17,4439,52.7%,11,6-5,54.5%,15.3%,72,48-24,66.7%,680,381-299,56.0%,1:44,44.8,43.6
19,Stefanos Tsitsipas[GRE],24,16-8,66.7%,68.4%,69.1%,120,7.2%,69,4.1%,10.3%,60.0%,77.4%,54.9%,61.2%,86.9%,6.1,1.9,Stefanos Tsitsipas[GRE],24,35.9%,36.7%,5.9%,2.1%,28.5%,49.8%,21.0%,6.5,2.3,40.5,57.5,Stefanos Tsitsipas[GRE],24,34.8%,57,164,0.60,2.9,6.8,1.02,2.4,65.4%,68,104,0.38,1.9,4.3,0.64,1.5,Stefanos Tsitsipas[GRE],24,1.14,3444,51.7%,11,5-6,45.5%,19.6%,56,34-22,60.7%,546,295-251,54.0%,1:44,44.7,43.6
20,Tomas Machac[CZE],19,13-6,68.4%,64.8%,65.2%,104,8.3%,63,5.0%,13.2%,62.0%,73.8%,50.0%,57.6%,80.4%,6.1,2.2,Tomas Machac[CZE],19,38.9%,40.4%,9.6%,4.0%,31.5%,50.8%,26.5%,6.3,2.5,54.0,80.6,Tomas Machac[CZE],19,46.6%,54,116,0.57,2.5,6.1,1.17,2.8,47.4%,36,76,0.37,1.7,4.0,0.87,2.1,Tomas Machac[CZE],19,1.10,2537,51.7%,7,5-2,71.4%,15.2%,46,31-15,67.4%,408,218-190,53.4%,1:34,38.8,42.3
21,Jakub Mensik[CZE],22,15-7,68.2%,67.4%,64.3%,286,16.9%,77,4.6%,12.0%,62.0%,79.3%,47.9%,54.4%,86.5%,6.3,2.1,Jakub Mensik[CZE],22,35.8%,36.8%,7.3%,2.6%,29.5%,47.9%,18.9%,6.4,2.3,33.5,51.4,Jakub Mensik[CZE],22,40.0%,50,125,0.47,2.4,5.7,0.94,2.3,65.0%,67,103,0.39,1.9,4.7,0.68,1.6,Jakub Mensik[CZE],22,1.10,3391,51.5%,16,12-4,75.0%,30.2%,53,35-18,66.0%,532,281-251,52.8%,1:46,43.9,41.2
22,Ugo Humbert[FRA],16,9-7,56.3%,67.5%,65.9%,109,9.9%,29,2.6%,6.2%,57.3%,77.3%,54.5%,58.1%,84.6%,6.0,2.0,Ugo Humbert[FRA],16,35.5%,36.2%,8.5%,3.7%,27.8%,47.9%,18.8%,6.4,2.3,53.0,68.2,Ugo Humbert[FRA],16,34.4%,33,96,0.55,2.5,6.0,0.87,2.1,58.8%,40,68,0.37,1.8,4.3,0.74,1.8,Ugo Humbert[FRA],16,1.09,2232,51.3%,6,3-3,50.0%,15.8%,38,23-15,60.5%,358,187-171,52.2%,1:42,42.7,43.7
23,Sebastian Korda[USA],14,7-7,50.0%,65.8%,64.6%,93,9.0%,32,3.1%,8.3%,62.7%,74.2%,51.7%,56.4%,84.5%,6.4,2.2,Sebastian Korda[USA],14,33.2%,33.3%,7.5%,3.6%,25.9%,46.6%,17.4%,6.2,2.1,42.0,68.6,Sebastian Korda[USA],14,44.4%,28,63,0.39,1.9,4.5,0.85,2.0,64.3%,45,70,0.43,2.1,5.0,0.76,1.8,Sebastian Korda[USA],14,0.97,2028,49.8%,9,3-6,33.3%,27.3%,33,16-17,48.5%,322,164-158,50.9%,1:40,42.5,41.4
24,Karen Khachanov[RUS],16,7-9,43.8%,63.4%,62.7%,74,6.1%,31,2.5%,6.7%,61.9%,71.1%,50.9%,54.5%,77.7%,6.2,2.3,Karen Khachanov[RUS],16,37.1%,37.9%,7.7%,3.5%,27.5%,53.8%,22.6%,6.4,2.4,43.5,105.4,Karen Khachanov[RUS],16,34.6%,45,130,0.65,3.3,8.1,1.13,2.8,62.4%,73,117,0.59,2.9,7.3,1.10,2.8,Karen Khachanov[RUS],16,1.02,2487,50.0%,6,4-2,66.7%,15.0%,40,20-20,50.0%,396,198-198,50.0%,1:55,46.2,44.5
25,Alexei Popyrin[AUS],13,5-8,38.5%,64.6%,63.9%,96,9.6%,43,4.3%,11.6%,63.0%,74.6%,47.7%,54.0%,81.0%,6.4,2.2,Alexei Popyrin[AUS],13,34.1%,34.8%,7.2%,2.8%,26.6%,45.9%,11.7%,6.7,2.3,42.0,58.8,Alexei Popyrin[AUS],13,22.6%,19,84,0.52,2.6,6.5,0.59,1.5,65.1%,56,86,0.54,2.7,6.6,0.94,2.3,Alexei Popyrin[AUS],13,0.97,2088,48.8%,5,3-2,60.0%,15.6%,32,13-19,40.6%,321,147-174,45.8%,1:57,47.7,43.8
26,Alejandro Davidovich Fokina[ESP],28,18-10,64.3%,62.1%,61.9%,89,4.2%,48,2.2%,6.6%,66.0%,67.2%,52.2%,55.9%,78.6%,6.7,2.5,Alejandro Davidovich Fokina[ESP],28,40.7%,41.6%,7.4%,3.8%,32.0%,54.0%,29.7%,6.5,2.6,38.5,60.9,Alejandro Davidovich Fokina[ESP],28,43.9%,94,214,0.68,3.3,7.6,1.45,3.4,66.7%,136,204,0.64,3.1,7.3,1.05,2.4,Alejandro Davidovich Fokina[ESP],28,1.07,4181,51.6%,16,8-8,50.0%,24.6%,65,40-25,61.5%,634,344-290,54.3%,1:50,47.5,44.3
27,Felix Auger Aliassime[CAN],25,16-9,64.0%,67.9%,66.2%,246,12.6%,75,3.8%,12.2%,68.5%,75.0%,52.5%,59.8%,85.7%,6.2,2.0,Felix Auger Aliassime[CAN],25,36.6%,37.1%,6.8%,3.2%,29.1%,49.3%,17.9%,6.7,2.4,77.0,111.8,Felix Auger Aliassime[CAN],25,28.4%,57,201,0.63,3.2,8.0,0.90,2.3,70.2%,106,151,0.48,2.4,6.0,0.71,1.8,Felix Auger Aliassime[CAN],25,1.14,4076,51.6%,14,8-6,57.1%,22.2%,63,36-27,57.1%,633,327-306,51.7%,2:05,49.7,46.1
28,Denis Shapovalov[CAN],20,12-8,60.0%,64.6%,66.3%,136,10.0%,103,7.6%,18.2%,58.4%,73.8%,51.7%,63.1%,81.7%,6.2,2.2,Denis Shapovalov[CAN],20,36.9%,37.2%,4.4%,2.1%,31.6%,46.8%,22.9%,6.3,2.3,46.0,71.1,Denis Shapovalov[CAN],20,47.5%,48,101,0.48,2.3,5.1,1.09,2.4,61.2%,63,103,0.47,2.3,5.2,0.91,2.0,Denis Shapovalov[CAN],20,1.04,2691,50.9%,11,4-7,36.4%,25.0%,44,24-20,54.5%,428,226-202,52.8%,1:34,42.6,41.8
29,Brandon Nakashima[USA],25,14-11,56.0%,67.4%,64.1%,202,11.8%,25,1.5%,4.2%,65.2%,75.4%,52.6%,54.9%,85.2%,6.1,2.0,Brandon Nakashima[USA],25,36.2%,36.5%,6.6%,3.4%,28.6%,48.2%,19.6%,6.5,2.3,53.0,63.5,Brandon Nakashima[USA],25,42.2%,54,128,0.47,2.2,5.1,0.95,2.2,58.4%,59,101,0.36,1.8,4.0,0.74,1.7,Brandon Nakashima[USA],25,1.11,3503,51.5%,11,4-7,36.4%,19.3%,57,31-26,54.4%,558,295-263,52.9%,1:43,45.3,44.2
30,Matteo Berrettini[ITA],19,11-8,57.9%,70.1%,67.2%,176,12.3%,24,1.7%,5.7%,70.4%,77.2%,53.3%,56.5%,87.7%,6.1,1.8,Matteo Berrettini[ITA],19,33.8%,34.2%,7.9%,3.5%,27.0%,46.9%,15.9%,6.3,2.1,26.0,34.0,Matteo Berrettini[ITA],19,37.8%,37,98,0.42,2.1,5.2,0.80,1.9,67.4%,60,89,0.38,1.9,4.7,0.63,1.5,Matteo Berrettini[ITA],19,1.13,2888,51.8%,13,8-5,61.5%,28.3%,46,27-19,58.7%,468,243-225,51.9%,1:54,47.0,45.0
31,Hubert Hurkacz[POL],13,6-7,46.2%,69.5%,64.7%,145,15.9%,11,1.2%,3.3%,63.3%,77.8%,55.2%,57.1%,88.5%,5.8,1.8,Hubert Hurkacz[POL],13,32.3%,32.0%,7.4%,4.0%,24.3%,45.1%,11.7%,6.0,2.0,25.0,40.5,Hubert Hurkacz[POL],13,39.1%,18,46,0.30,1.5,3.5,0.58,1.4,69.5%,41,59,0.38,1.9,4.5,0.58,1.4,Hubert Hurkacz[POL],13,1.06,1843,50.7%,5,3-2,60.0%,16.1%,31,16-15,51.6%,310,156-154,50.3%,1:39,41.7,42.1
32,Alex Michelsen[USA],19,10-9,52.6%,62.8%,62.7%,79,5.9%,43,3.2%,9.4%,66.0%,70.5%,48.0%,53.0%,77.9%,6.6,2.4,Alex Michelsen[USA],19,37.5%,38.2%,6.2%,2.7%,30.7%,50.1%,22.1%,6.8,2.5,65.0,97.8,Alex Michelsen[USA],19,35.1%,46,131,0.63,3.0,6.9,1.05,2.4,59.8%,67,112,0.55,2.5,5.9,1.02,2.4,Alex Michelsen[USA],19,1.01,2747,49.9%,14,7-7,50.0%,31.8%,44,22-22,50.0%,412,205-207,49.8%,1:45,45.2,43.5
33,Sebastian Baez[ARG],22,13-9,59.1%,59.1%,59.4%,33,2.1%,30,1.9%,6.7%,71.9%,62.3%,50.8%,54.4%,70.3%,6.4,2.6,Sebastian Baez[ARG],22,43.0%,42.1%,3.7%,4.3%,36.8%,52.6%,34.1%,6.5,2.8,77.5,80.4,Sebastian Baez[ARG],22,44.6%,86,193,0.77,3.5,8.8,1.56,3.9,57.2%,99,173,0.69,3.1,7.9,1.35,3.4,Sebastian Baez[ARG],22,1.05,3239,51.0%,4,3-1,75.0%,7.3%,55,31-24,56.4%,501,261-240,52.1%,1:49,43.6,44.4
34,Flavio Cobolli[ITA],19,9-10,47.4%,60.3%,61.2%,57,4.5%,53,4.2%,9.0%,53.1%,66.6%,53.2%,58.5%,74.1%,6.5,2.6,Flavio Cobolli[ITA],19,37.9%,39.1%,7.4%,2.8%,32.6%,47.7%,23.2%,6.6,2.5,65.0,93.7,Flavio Cobolli[ITA],19,33.6%,46,137,0.69,3.3,7.2,1.12,2.4,53.7%,58,108,0.56,2.6,5.7,1.22,2.6,Flavio Cobolli[ITA],19,0.96,2556,48.9%,8,5-3,62.5%,19.5%,41,20-21,48.8%,391,189-202,48.3%,1:35,44.1,42.4
35,Tallon Griekspoor[NED],26,17-9,65.4%,67.5%,66.5%,226,9.8%,77,3.3%,9.9%,66.2%,75.2%,52.5%,58.2%,88.1%,6.7,2.2,Tallon Griekspoor[NED],26,31.6%,31.9%,9.1%,3.8%,23.3%,45.2%,13.6%,6.2,2.0,46.5,65.3,Tallon Griekspoor[NED],26,37.4%,46,123,0.36,1.9,4.7,0.71,1.8,74.2%,118,159,0.46,2.4,6.1,0.63,1.6,Tallon Griekspoor[NED],26,0.97,4426,50.3%,25,17-8,68.0%,38.5%,65,39-26,60.0%,683,349-334,51.1%,2:03,49.0,43.2
36,Giovanni Mpetshi Perricard[FRA],13,6-7,46.2%,68.8%,66.6%,152,17.3%,47,5.4%,15.9%,66.4%,76.2%,54.2%,64.5%,90.8%,6.7,2.1,Giovanni Mpetshi Perricard[FRA],13,24.7%,25.8%,10.9%,2.3%,18.7%,35.3%,4.6%,5.9,1.5,48.5,87.1,Giovanni Mpetshi Perricard[FRA],13,20.7%,6,29,0.22,1.1,2.2,0.23,0.5,76.9%,40,52,0.40,2.0,4.0,0.46,0.9,Giovanni Mpetshi Perricard[FRA],13,0.79,1647,48.2%,11,5-6,45.5%,42.3%,26,11-15,42.3%,262,125-137,47.7%,1:23,41.7,39.5
37,Matteo Arnaldi[ITA],21,12-9,57.1%,64.7%,63.4%,137,8.5%,47,2.9%,6.7%,56.0%,72.4%,54.8%,58.7%,82.2%,6.3,2.2,Matteo Arnaldi[ITA],21,35.6%,35.8%,6.9%,3.4%,29.0%,47.9%,19.1%,6.3,2.2,59.0,80.5,Matteo Arnaldi[ITA],21,39.5%,47,119,0.48,2.3,5.7,0.92,2.2,64.8%,83,128,0.51,2.5,6.1,0.88,2.1,Matteo Arnaldi[ITA],21,1.01,3147,50.4%,7,5-2,71.4%,13.7%,51,29-22,56.9%,499,255-244,51.1%,1:54,47.1,45.8
38,Jiri Lehecka[CZE],18,11-7,61.1%,65.0%,63.5%,106,8.9%,33,2.8%,7.1%,60.7%,73.2%,52.4%,56.4%,84.4%,6.4,2.2,Jiri Lehecka[CZE],18,35.5%,37.3%,8.7%,2.2%,28.3%,49.0%,20.7%,6.1,2.2,25.0,67.1,Jiri Lehecka[CZE],18,44.7%,38,85,0.46,2.1,4.7,0.93,2.1,67.4%,60,89,0.48,2.2,4.9,0.71,1.6,Jiri Lehecka[CZE],18,1.02,2308,50.7%,4,1-3,25.0%,9.8%,41,25-16,61.0%,370,195-175,52.7%,1:30,39.4,42.0
39,Alexandre Muller[FRA],23,14-9,60.9%,61.7%,61.4%,76,4.1%,40,2.1%,6.7%,68.3%,67.2%,49.8%,53.4%,76.0%,6.7,2.6,Alexandre Muller[FRA],23,37.9%,38.0%,6.0%,3.6%,28.5%,52.9%,23.2%,6.4,2.4,54.0,70.4,Alexandre Muller[FRA],23,40.9%,63,154,0.57,2.7,6.7,1.11,2.7,60.1%,101,168,0.60,2.9,7.3,1.18,2.9,Alexandre Muller[FRA],23,0.99,3615,50.2%,11,6-5,54.5%,19.3%,57,30-27,52.6%,550,275-275,50.0%,1:54,46.0,43.5
40,Nuno Borges[POR],24,13-11,54.2%,63.6%,63.0%,110,6.3%,49,2.8%,8.3%,66.2%,69.8%,51.4%,56.1%,78.5%,6.3,2.3,Nuno Borges[POR],24,37.2%,38.5%,8.2%,3.0%,29.7%,49.7%,20.6%,6.8,2.5,51.0,59.7,Nuno Borges[POR],24,34.1%,57,167,0.60,2.7,7.0,0.93,2.4,58.2%,82,141,0.51,2.3,5.9,0.97,2.5,Nuno Borges[POR],24,1.02,3626,49.9%,12,7-5,58.3%,19.7%,61,30-31,49.2%,552,273-279,49.5%,1:45,41.3,41.7
41,Jordan Thompson[AUS],10,5-5,50.0%,64.7%,63.7%,51,7.0%,18,2.5%,6.1%,59.5%,71.6%,54.6%,58.1%,79.0%,6.1,2.2,Jordan Thompson[AUS],10,34.2%,35.4%,8.8%,2.9%,27.7%,45.4%,18.9%,6.2,2.1,32.0,40.8,Jordan Thompson[AUS],10,35.9%,23,64,0.52,2.6,6.4,0.92,2.3,59.7%,37,62,0.52,2.5,6.2,1.00,2.5,Jordan Thompson[AUS],10,0.97,1489,49.1%,2,2-0,100.0%,8.0%,25,13-12,52.0%,241,117-124,48.5%,1:53,45.1,45.5
42,Alejandro Tabilo[CHI],13,4-9,30.8%,60.5%,60.2%,73,5.8%,42,3.3%,8.7%,61.5%,68.2%,48.3%,52.9%,78.1%,7.1,2.8,Alejandro Tabilo[CHI],13,34.8%,36.5%,9.4%,2.7%,28.1%,46.1%,18.3%,6.3,2.2,108.0,112.9,Alejandro Tabilo[CHI],13,34.4%,32,93,0.53,2.7,7.2,0.91,2.5,67.2%,80,119,0.67,3.4,9.2,1.11,3.0,Alejandro Tabilo[CHI],13,0.88,2362,48.5%,6,1-5,16.7%,17.1%,35,15-20,42.9%,353,171-182,48.4%,2:10,48.3,42.9
43,Gael Monfils[FRA],18,13-5,72.2%,66.4%,66.1%,147,10.5%,69,4.9%,12.7%,61.2%,76.7%,50.2%,57.5%,84.8%,6.3,2.1,Gael Monfils[FRA],18,35.9%,36.3%,5.7%,2.6%,29.3%,47.1%,21.2%,6.3,2.3,44.5,68.5,Gael Monfils[FRA],18,42.2%,46,109,0.50,2.4,6.1,1.02,2.6,66.7%,68,102,0.46,2.3,5.7,0.76,1.9,Gael Monfils[FRA],18,1.07,2767,51.3%,10,7-3,70.0%,22.2%,45,28-17,62.2%,440,235-205,53.4%,1:50,44.2,43.1
44,Lorenzo Sonego[ITA],15,5-10,33.3%,62.2%,61.6%,66,5.5%,30,2.5%,7.4%,65.9%,69.9%,47.3%,51.1%,77.6%,6.8,2.6,Lorenzo Sonego[ITA],15,31.5%,31.7%,5.1%,2.2%,25.2%,42.9%,13.9%,6.1,1.9,47.0,45.0,Lorenzo Sonego[ITA],15,38.7%,24,62,0.36,1.8,4.1,0.69,1.6,66.9%,79,118,0.68,3.4,7.9,1.11,2.6,Lorenzo Sonego[ITA],15,0.83,2249,47.8%,8,4-4,50.0%,22.9%,35,13-22,37.1%,347,159-188,45.8%,2:01,51.7,48.2
